node,gene
3170,YIL119C
3171,YIL120W
3172,YIL121W
3173,YIL122W
3174,YIL123W
3175,YIL124W
3176,YIL125W
3177,YIL126W
3178,YIL127C
3179,YIL128W
3180,YIL129C
3181,YIL130W
3182,YIL131C
3183,YIL132C
3184,YIL133C
3185,YIL134C-A
3186,YIL134W
3187,YIL135C
3188,YIL136W
3189,YIL137C
3190,YIL138C
3191,YIL139C
3192,YIL140W
3193,YIL141W
3194,YIL142C-A
3195,YIL142W
3196,YIL143C
3197,YIL144W
3198,YIL145C
3199,YIL146C
3200,YIL147C
3201,YIL148W
3202,YIL149C
3203,YIL150C
3204,YIL151C
3205,YIL152W
3206,YIL153W
3207,YIL154C
3208,YIL155C
3209,YIL156W
3210,YIL156W-A
3211,YIL156W-B
3212,YIL157C
3213,YIL158W
3214,YIL159W
3215,YIL160C
3216,YIL161W
3217,YIL162W
3218,YIL163C
3219,YIL164C
3220,YIL165C
3221,YIL166C
3222,YIL169C
3223,YIL171W-A
3224,YIL172C
3225,YIL173W
3226,YIL176C
3227,YIL177C
3228,YIL177W-A
3229,YIR001C
3230,YIR002C
3231,YIR003W
3232,YIR004W
3233,YIR005W
3234,YIR006C
3235,YIR007W
3236,YIR008C
3237,YIR009W
3238,YIR010W
3239,YIR011C
3240,YIR012W
3241,YIR013C
3242,YIR014W
3243,YIR015W
3244,YIR016W
3245,YIR017C
3246,YIR017W-A
3247,YIR018C-A
3248,YIR018W
3249,YIR019C
3250,YIR020C
3251,YIR020C-B
3252,YIR020W-A
3253,YIR021W
3254,YIR021W-A
3255,YIR022W
3256,YIR023C-A
3257,YIR023W
3258,YIR024C
3259,YIR025W
3260,YIR026C
3261,YIR027C
3262,YIR028W
3263,YIR029W
3264,YIR030C
3265,YIR030W-A
3266,YIR031C
3267,YIR032C
3268,YIR033W
3269,YIR034C
3270,YIR035C
3271,YIR036C
3272,YIR036W-A
3273,YIR037W
3274,YIR038C
3275,YIR039C
3276,YIR040C
3277,YIR041W
3278,YIR042C
3279,YJL001W
3280,YJL002C
3281,YJL003W
3282,YJL004C
3283,YJL005W
3284,YJL006C
3285,YJL007C
3286,YJL008C
3287,YJL009W
3288,YJL010C
3289,YJL011C
3290,YJL012C
3291,YJL013C
3292,YJL014W
3293,YJL015C
3294,YJL016W
3295,YJL019W
3296,YJL020C
3297,YJL020W-A
3298,YJL022W
3299,YJL023C
3300,YJL024C
3301,YJL025W
3302,YJL026C-A
3303,YJL026W
3304,YJL027C
3305,YJL028W
3306,YJL029C
3307,YJL030W
3308,YJL031C
3309,YJL032W
3310,YJL033W
3311,YJL034W
3312,YJL035C
3313,YJL036W
3314,YJL037W
3315,YJL038C
3316,YJL039C
3317,YJL041W
3318,YJL042W
3319,YJL043W
3320,YJL044C
3321,YJL045W
3322,YJL046W
3323,YJL047C
3324,YJL047C-A
3325,YJL048C
3326,YJL049W
3327,YJL050W
3328,YJL051W
3329,YJL052C-A
3330,YJL052W
3331,YJL053W
3332,YJL054W
3333,YJL055W
3334,YJL056C
3335,YJL057C
3336,YJL058C
3337,YJL059W
3338,YJL060W
3339,YJL061W
3340,YJL062W
3341,YJL062W-A
3342,YJL063C
3343,YJL064W
3344,YJL065C
3345,YJL066C
3346,YJL067W
3347,YJL068C
3348,YJL069C
3349,YJL070C
3350,YJL071W
3351,YJL072C
3352,YJL073W
3353,YJL074C
3354,YJL075C
3355,YJL076W
3356,YJL077C
3357,YJL077W-A
3358,YJL077W-B
3359,YJL078C
3360,YJL079C
3361,YJL080C
3362,YJL081C
3363,YJL082W
3364,YJL083W
3365,YJL084C
3366,YJL085W
3367,YJL086C
3368,YJL087C
3369,YJL088W
3370,YJL089W
3371,YJL090C
3372,YJL091C
3373,YJL092W
3374,YJL093C
3375,YJL094C
3376,YJL095W
3377,YJL096W
3378,YJL097W
3379,YJL098W
3380,YJL099W
3381,YJL100W
3382,YJL101C
3383,YJL102W
3384,YJL103C
3385,YJL104W
3386,YJL105W
3387,YJL106W
3388,YJL107C
3389,YJL108C
3390,YJL109C
3391,YJL110C
3392,YJL111W
3393,YJL112W
3394,YJL113W
3395,YJL114W
3396,YJL115W
3397,YJL116C
3398,YJL117W
3399,YJL118W
3400,YJL119C
3401,YJL120W
3402,YJL121C
3403,YJL122W
3404,YJL123C
3405,YJL124C
3406,YJL125C
3407,YJL126W
3408,YJL127C
3409,YJL127C-B
3410,YJL127W-A
3411,YJL128C
3412,YJL129C
3413,YJL130C
3414,YJL131C
3415,YJL132W
3416,YJL133C-A
3417,YJL133W
3418,YJL134W
3419,YJL135W
3420,YJL136C
3421,YJL136W-A
3422,YJL137C
3423,YJL138C
3424,YJL139C
3425,YJL140W
3426,YJL141C
3427,YJL142C
3428,YJL143W
3429,YJL144W
3430,YJL145W
3431,YJL146W
3432,YJL147C
3433,YJL148W
3434,YJL149W
3435,YJL150W
3436,YJL151C
3437,YJL152W
3438,YJL153C
3439,YJL154C
3440,YJL155C
3441,YJL156C
3442,YJL156W-A
3443,YJL157C
3444,YJL158C
3445,YJL159W
3446,YJL160C
3447,YJL161W
3448,YJL162C
3449,YJL163C
3450,YJL164C
3451,YJL165C
3452,YJL166W
3453,YJL167W
3454,YJL168C
3455,YJL169W
3456,YJL170C
3457,YJL171C
3458,YJL172W
3459,YJL173C
3460,YJL174W
3461,YJL175W
3462,YJL176C
3463,YJL177W
3464,YJL178C
3465,YJL179W
3466,YJL180C
3467,YJL181W
3468,YJL182C
3469,YJL183W
3470,YJL184W
3471,YJL185C
3472,YJL186W
3473,YJL187C
3474,YJL188C
3475,YJL189W
3476,YJL190C
3477,YJL191W
3478,YJL192C
3479,YJL193W
3480,YJL194W
3481,YJL195C
3482,YJL196C
3483,YJL197C-A
3484,YJL197W
3485,YJL198W
3486,YJL199C
3487,YJL200C
3488,YJL201W
3489,YJL202C
3490,YJL203W
3491,YJL204C
3492,YJL205C
3493,YJL206C
3494,YJL207C
3495,YJL208C
3496,YJL209W
3497,YJL210W
3498,YJL211C
3499,YJL212C
3500,YJL213W
3501,YJL214W
3502,YJL215C
3503,YJL216C
3504,YJL217W
3505,YJL218W
3506,YJL219W
3507,YJL220W
3508,YJL221C
3509,YJL222W
3510,YJL222W-A
3511,YJL222W-B
3512,YJL223C
3513,YJL225C
3514,YJL225W-A
3515,YJR001W
3516,YJR002W
3517,YJR003C
3518,YJR004C
3519,YJR005C-A
3520,YJR005W
3521,YJR006W
3522,YJR007W
3523,YJR008W
3524,YJR009C
3525,YJR010C-A
3526,YJR010W
3527,YJR011C
3528,YJR012C
3529,YJR013W
3530,YJR014W
3531,YJR015W
3532,YJR016C
3533,YJR017C
3534,YJR018W
3535,YJR019C
3536,YJR020W
3537,YJR021C
3538,YJR022W
3539,YJR023C
3540,YJR024C
3541,YJR025C
3542,YJR026W
3543,YJR027W
3544,YJR028W
3545,YJR029W
3546,YJR030C
3547,YJR031C
3548,YJR032W
3549,YJR033C
3550,YJR034W
3551,YJR035W
3552,YJR036C
3553,YJR037W
3554,YJR038C
3555,YJR039W
3556,YJR040W
3557,YJR041C
3558,YJR042W
3559,YJR043C
3560,YJR044C
3561,YJR045C
3562,YJR046W
3563,YJR047C
3564,YJR048W
3565,YJR049C
3566,YJR050W
3567,YJR051W
3568,YJR052W
3569,YJR053W
3570,YJR054W
3571,YJR055W
3572,YJR056C
3573,YJR057W
3574,YJR058C
3575,YJR059W
3576,YJR060W
3577,YJR061W
3578,YJR062C
3579,YJR063W
3580,YJR064W
3581,YJR065C
3582,YJR066W
3583,YJR067C
3584,YJR068W
3585,YJR069C
3586,YJR070C
3587,YJR071W
3588,YJR072C
3589,YJR073C
3590,YJR074W
3591,YJR075W
3592,YJR076C
3593,YJR077C
3594,YJR078W
3595,YJR079W
3596,YJR080C
3597,YJR082C
3598,YJR083C
3599,YJR084W
3600,YJR085C
3601,YJR086W
3602,YJR087W
3603,YJR088C
3604,YJR089W
3605,YJR090C
3606,YJR091C
3607,YJR092W
3608,YJR093C
3609,YJR094C
3610,YJR094W-A
3611,YJR095W
3612,YJR096W
3613,YJR097W
3614,YJR098C
3615,YJR099W
3616,YJR100C
3617,YJR101W
3618,YJR102C
3619,YJR103W
3620,YJR104C
3621,YJR105W
3622,YJR106W
3623,YJR107W
3624,YJR108W
3625,YJR109C
3626,YJR110W
3627,YJR111C
3628,YJR112W
3629,YJR112W-A
3630,YJR113C
3631,YJR114W
3632,YJR115W
3633,YJR116W
3634,YJR117W
3635,YJR118C
3636,YJR119C
3637,YJR120W
3638,YJR121W
3639,YJR122W
3640,YJR123W
3641,YJR124C
3642,YJR125C
3643,YJR126C
3644,YJR127C
3645,YJR128W
3646,YJR129C
3647,YJR130C
3648,YJR131W
3649,YJR132W
3650,YJR133W
3651,YJR134C
3652,YJR135C
3653,YJR135W-A
3654,YJR136C
3655,YJR137C
3656,YJR138W
3657,YJR139C
3658,YJR140C
3659,YJR140W-A
3660,YJR141W
3661,YJR142W
3662,YJR143C
3663,YJR144W
3664,YJR145C
3665,YJR146W
3666,YJR147W
3667,YJR148W
3668,YJR149W
3669,YJR150C
3670,YJR151C
3671,YJR151W-A
3672,YJR152W
3673,YJR153W
3674,YJR154W
3675,YJR155W
3676,YJR156C
3677,YJR157W
3678,YJR158W
3679,YJR159W
3680,YJR160C
3681,YJR161C
3682,YJR162C
3683,YKL001C
3684,YKL002W
3685,YKL003C
3686,YKL004W
3687,YKL005C
3688,YKL006C-A
3689,YKL006W
3690,YKL007W
3691,YKL008C
3692,YKL009W
3693,YKL010C
3694,YKL011C
3695,YKL012W
3696,YKL013C
3697,YKL014C
3698,YKL015W
3699,YKL016C
3700,YKL017C
3701,YKL018C-A
3702,YKL018W
3703,YKL019W
3704,YKL020C
3705,YKL021C
3706,YKL022C
3707,YKL023C-A
3708,YKL023W
3709,YKL024C
3710,YKL025C
3711,YKL026C
3712,YKL027W
3713,YKL028W
3714,YKL029C
3715,YKL030W
3716,YKL031W
3717,YKL032C
3718,YKL033W
3719,YKL033W-A
3720,YKL034W
3721,YKL035W
3722,YKL036C
3723,YKL037W
3724,YKL038W
3725,YKL039W
3726,YKL040C
3727,YKL041W
3728,YKL042W
3729,YKL043W
3730,YKL044W
3731,YKL045W
3732,YKL046C
3733,YKL047W
3734,YKL048C
3735,YKL049C
3736,YKL050C
3737,YKL051W
3738,YKL052C
3739,YKL053C-A
3740,YKL053W
3741,YKL054C
3742,YKL055C
3743,YKL056C
3744,YKL057C
3745,YKL058W
3746,YKL059C
3747,YKL060C
3748,YKL061W
3749,YKL062W
3750,YKL063C
3751,YKL064W
3752,YKL065C
3753,YKL065W-A
3754,YKL066W
3755,YKL067W
3756,YKL068W
3757,YKL068W-A
3758,YKL069W
3759,YKL070W
3760,YKL071W
3761,YKL072W
3762,YKL073W
3763,YKL074C
3764,YKL075C
3765,YKL076C
3766,YKL077W
3767,YKL078W
3768,YKL079W
3769,YKL080W
3770,YKL081W
3771,YKL082C
3772,YKL083W
3773,YKL084W
3774,YKL085W
3775,YKL086W
3776,YKL087C
3777,YKL088W
3778,YKL089W
3779,YKL090W
3780,YKL091C
3781,YKL092C
3782,YKL093W
3783,YKL094W
3784,YKL095W
3785,YKL096C-B
3786,YKL096W
3787,YKL096W-A
3788,YKL097C
3789,YKL098W
3790,YKL099C
3791,YKL100C
3792,YKL100W-A
3793,YKL101W
3794,YKL102C
3795,YKL103C
3796,YKL104C
3797,YKL105C
3798,YKL106C-A
3799,YKL106W
3800,YKL107W
3801,YKL108W
3802,YKL109W
3803,YKL110C
3804,YKL111C
3805,YKL112W
3806,YKL113C
3807,YKL114C
3808,YKL115C
3809,YKL116C
3810,YKL117W
3811,YKL118W
3812,YKL119C
3813,YKL120W
3814,YKL121W
3815,YKL122C
3816,YKL123W
3817,YKL124W
3818,YKL125W
3819,YKL126W
3820,YKL127W
3821,YKL128C
3822,YKL129C
3823,YKL130C
3824,YKL131W
3825,YKL132C
3826,YKL133C
3827,YKL134C
3828,YKL135C
3829,YKL136W
3830,YKL137W
3831,YKL138C
3832,YKL138C-A
3833,YKL139W
3834,YKL140W
3835,YKL141W
3836,YKL142W
3837,YKL143W
3838,YKL144C
3839,YKL145W
3840,YKL145W-A
3841,YKL146W
3842,YKL147C
3843,YKL148C
3844,YKL149C
3845,YKL150W
3846,YKL151C
3847,YKL152C
3848,YKL153W
3849,YKL154W
3850,YKL155C
3851,YKL156C-A
3852,YKL156W
3853,YKL157W
3854,YKL159C
3855,YKL160W
3856,YKL161C
3857,YKL162C
3858,YKL162C-A
3859,YKL163W
3860,YKL164C
3861,YKL165C
3862,YKL165C-A
3863,YKL166C
3864,YKL167C
3865,YKL168C
3866,YKL169C
3867,YKL170W
3868,YKL171W
3869,YKL172W
3870,YKL173W
3871,YKL174C
3872,YKL175W
3873,YKL176C
3874,YKL177W
3875,YKL178C
3876,YKL179C
3877,YKL180W
3878,YKL181W
3879,YKL182W
3880,YKL183C-A
3881,YKL183W
3882,YKL184W
3883,YKL185W
3884,YKL186C
3885,YKL187C
3886,YKL188C
3887,YKL189W
3888,YKL190W
3889,YKL191W
3890,YKL192C
3891,YKL193C
3892,YKL194C
3893,YKL195W
3894,YKL196C
3895,YKL197C
3896,YKL198C
3897,YKL201C
3898,YKL202W
3899,YKL203C
3900,YKL204W
3901,YKL205W
3902,YKL206C
3903,YKL207W
3904,YKL208W
3905,YKL209C
3906,YKL210W
3907,YKL211C
3908,YKL212W
3909,YKL213C
3910,YKL214C
3911,YKL215C
3912,YKL216W
3913,YKL217W
3914,YKL218C
3915,YKL219W
3916,YKL220C
3917,YKL221W
3918,YKL222C
3919,YKL223W
3920,YKL224C
3921,YKL225W
3922,YKR001C
3923,YKR002W
3924,YKR003W
3925,YKR004C
3926,YKR005C
3927,YKR006C
3928,YKR007W
3929,YKR008W
3930,YKR009C
3931,YKR010C
3932,YKR011C
3933,YKR012C
3934,YKR013W
3935,YKR014C
3936,YKR015C
3937,YKR016W
3938,YKR017C
3939,YKR018C
3940,YKR019C
3941,YKR020W
3942,YKR021W
3943,YKR022C
3944,YKR023W
3945,YKR024C
3946,YKR025W
3947,YKR026C
3948,YKR027W
3949,YKR028W
3950,YKR029C
3951,YKR030W
3952,YKR031C
3953,YKR032W
3954,YKR033C
3955,YKR034W
3956,YKR035C
3957,YKR035W-A
3958,YKR036C
3959,YKR037C
3960,YKR038C
3961,YKR039W
3962,YKR040C
3963,YKR041W
3964,YKR042W
3965,YKR043C
3966,YKR044W
3967,YKR045C
3968,YKR046C
3969,YKR047W
3970,YKR048C
3971,YKR049C
3972,YKR050W
3973,YKR051W
3974,YKR052C
3975,YKR053C
3976,YKR054C
3977,YKR055W
3978,YKR056W
3979,YKR057W
3980,YKR058W
3981,YKR059W
3982,YKR060W
3983,YKR061W
3984,YKR062W
3985,YKR063C
3986,YKR064W
3987,YKR065C
3988,YKR066C
3989,YKR067W
3990,YKR068C
3991,YKR069W
3992,YKR070W
3993,YKR071C
3994,YKR072C
3995,YKR073C
3996,YKR074W
3997,YKR075C
3998,YKR075W-A
3999,YKR076W
4000,YKR077W
4001,YKR078W
4002,YKR079C
4003,YKR080W
4004,YKR081C
4005,YKR082W
4006,YKR083C
4007,YKR084C
4008,YKR085C
4009,YKR086W
4010,YKR087C
4011,YKR088C
4012,YKR089C
4013,YKR090W
4014,YKR091W
4015,YKR092C
4016,YKR093W
4017,YKR094C
4018,YKR095W
4019,YKR095W-A
4020,YKR096W
4021,YKR097W
4022,YKR098C
4023,YKR099W
4024,YKR100C
4025,YKR101W
4026,YKR102W
4027,YKR103W
4028,YKR104W
4029,YKR105C
4030,YKR106W
4031,YLL001W
4032,YLL002W
4033,YLL003W
4034,YLL004W
4035,YLL005C
4036,YLL006W
4037,YLL006W-A
4038,YLL007C
4039,YLL008W
4040,YLL009C
4041,YLL010C
4042,YLL011W
4043,YLL012W
4044,YLL013C
4045,YLL014W
4046,YLL015W
4047,YLL018C
4048,YLL018C-A
4049,YLL019C
4050,YLL019W-A
4051,YLL020C
4052,YLL021W
4053,YLL022C
4054,YLL023C
4055,YLL024C
4056,YLL025W
4057,YLL026W
4058,YLL027W
4059,YLL028W
4060,YLL029W
4061,YLL030C
4062,YLL031C
4063,YLL032C
4064,YLL033W
4065,YLL034C
4066,YLL035W
4067,YLL036C
4068,YLL037W
4069,YLL038C
4070,YLL039C
4071,YLL040C
4072,YLL041C
4073,YLL042C
4074,YLL043W
4075,YLL044W
4076,YLL045C
4077,YLL046C
4078,YLL047W
4079,YLL048C
4080,YLL049W
4081,YLL050C
4082,YLL051C
4083,YLL052C
4084,YLL053C
4085,YLL054C
4086,YLL055W
4087,YLL056C
4088,YLL057C
4089,YLL058W
4090,YLL059C
4091,YLL060C
4092,YLL061W
4093,YLL062C
4094,YLL063C
4095,YLL064C
4096,YLL065W
4097,YLL066C
4098,YLL066W-A
4099,YLL066W-B
4100,YLL067C
4101,YLL067W-A
4102,YLR001C
4103,YLR002C
4104,YLR003C
4105,YLR004C
4106,YLR005W
4107,YLR006C
4108,YLR007W
4109,YLR008C
4110,YLR009W
4111,YLR010C
4112,YLR011W
4113,YLR012C
4114,YLR013W
4115,YLR014C
4116,YLR015W
4117,YLR016C
4118,YLR017W
4119,YLR018C
4120,YLR019W
4121,YLR020C
4122,YLR021W
4123,YLR022C
4124,YLR023C
4125,YLR024C
4126,YLR025W
4127,YLR026C
4128,YLR027C
4129,YLR028C
4130,YLR029C
4131,YLR030W
4132,YLR031W
4133,YLR032W
4134,YLR033W
4135,YLR034C
4136,YLR035C
4137,YLR035C-A
4138,YLR036C
4139,YLR037C
4140,YLR038C
4141,YLR039C
4142,YLR040C
4143,YLR041W
4144,YLR042C
4145,YLR043C
4146,YLR044C
4147,YLR045C
4148,YLR046C
4149,YLR047C
4150,YLR048W
4151,YLR049C
4152,YLR050C
4153,YLR051C
4154,YLR052W
4155,YLR053C
4156,YLR054C
4157,YLR055C
4158,YLR056W
4159,YLR057W
4160,YLR058C
4161,YLR059C
4162,YLR060W
4163,YLR061W
4164,YLR062C
4165,YLR063W
4166,YLR064W
4167,YLR065C
4168,YLR066W
4169,YLR067C
4170,YLR068W
4171,YLR069C
4172,YLR070C
4173,YLR071C
4174,YLR072W
4175,YLR073C
4176,YLR074C
4177,YLR075W
4178,YLR076C
4179,YLR077W
4180,YLR078C
4181,YLR079W
4182,YLR080W
4183,YLR081W
4184,YLR082C
4185,YLR083C
4186,YLR084C
4187,YLR085C
4188,YLR086W
4189,YLR087C
4190,YLR088W
4191,YLR089C
4192,YLR090W
4193,YLR091W
4194,YLR092W
4195,YLR093C
4196,YLR094C
4197,YLR095C
4198,YLR096W
4199,YLR097C
4200,YLR098C
4201,YLR099C
4202,YLR099W-A
4203,YLR100W
4204,YLR101C
4205,YLR102C
4206,YLR103C
4207,YLR104W
4208,YLR105C
4209,YLR106C
4210,YLR107W
4211,YLR108C
4212,YLR109W
4213,YLR110C
4214,YLR111W
4215,YLR112W
4216,YLR113W
4217,YLR114C
4218,YLR115W
4219,YLR116W
4220,YLR117C
4221,YLR118C
4222,YLR119W
4223,YLR120C
4224,YLR120W-A
4225,YLR121C
4226,YLR122C
4227,YLR123C
4228,YLR124W
4229,YLR125W
4230,YLR126C
4231,YLR127C
4232,YLR128W
4233,YLR129W
4234,YLR130C
4235,YLR131C
4236,YLR132C
4237,YLR133W
4238,YLR134W
4239,YLR135W
4240,YLR136C
4241,YLR137W
4242,YLR138W
4243,YLR139C
4244,YLR140W
4245,YLR141W
4246,YLR142W
4247,YLR143W
4248,YLR144C
4249,YLR145W
4250,YLR146C
4251,YLR146W-A
4252,YLR147C
4253,YLR148W
4254,YLR149C
4255,YLR149C-A
4256,YLR150W
4257,YLR151C
4258,YLR152C
4259,YLR153C
4260,YLR154C
4261,YLR154C-G
4262,YLR154C-H
4263,YLR154W-A
4264,YLR154W-B
4265,YLR154W-C
4266,YLR154W-E
4267,YLR154W-F
4268,YLR155C
4269,YLR156C-A
4270,YLR156W
4271,YLR157C
4272,YLR157C-A
4273,YLR157C-B
4274,YLR157C-C
4275,YLR157W-D
4276,YLR157W-E
4277,YLR158C
4278,YLR159C-A
4279,YLR159W
4280,YLR160C
4281,YLR161W
4282,YLR162W
4283,YLR162W-A
4284,YLR163C
4285,YLR163W-A
4286,YLR164W
4287,YLR165C
4288,YLR166C
4289,YLR167W
4290,YLR168C
4291,YLR169W
4292,YLR170C
4293,YLR171W
4294,YLR172C
4295,YLR173W
4296,YLR174W
4297,YLR175W
4298,YLR176C
4299,YLR177W
4300,YLR178C
4301,YLR179C
4302,YLR180W
4303,YLR181C
4304,YLR182W
4305,YLR183C
4306,YLR184W
4307,YLR185W
4308,YLR186W
4309,YLR187W
4310,YLR188W
4311,YLR189C
4312,YLR190W
4313,YLR191W
4314,YLR192C
4315,YLR193C
4316,YLR194C
4317,YLR195C
4318,YLR196W
4319,YLR197W
4320,YLR198C
4321,YLR199C
4322,YLR200W
4323,YLR201C
4324,YLR202C
4325,YLR203C
4326,YLR204W
4327,YLR205C
4328,YLR206W
4329,YLR207W
4330,YLR208W
4331,YLR209C
4332,YLR210W
4333,YLR211C
4334,YLR212C
4335,YLR213C
4336,YLR214W
4337,YLR215C
4338,YLR216C
4339,YLR217W
4340,YLR218C
4341,YLR219W
4342,YLR220W
4343,YLR221C
4344,YLR222C
4345,YLR222C-A
4346,YLR223C
4347,YLR224W
4348,YLR225C
4349,YLR226W
4350,YLR227C
4351,YLR227W-A
4352,YLR227W-B
4353,YLR228C
4354,YLR229C
4355,YLR230W
4356,YLR231C
4357,YLR232W
4358,YLR233C
4359,YLR234W
4360,YLR235C
4361,YLR236C
4362,YLR237W
4363,YLR238W
4364,YLR239C
4365,YLR240W
4366,YLR241W
4367,YLR242C
4368,YLR243W
4369,YLR244C
4370,YLR245C
4371,YLR246W
4372,YLR247C
4373,YLR248W
4374,YLR249W
4375,YLR250W
4376,YLR251W
4377,YLR252W
4378,YLR253W
4379,YLR254C
4380,YLR255C
4381,YLR256W
4382,YLR256W-A
4383,YLR257W
4384,YLR258W
4385,YLR259C
4386,YLR260W
4387,YLR261C
4388,YLR262C
4389,YLR262C-A
4390,YLR263W
4391,YLR264C-A
4392,YLR264W
4393,YLR265C
4394,YLR266C
4395,YLR267W
4396,YLR268W
4397,YLR269C
4398,YLR270W
4399,YLR271W
4400,YLR272C
4401,YLR273C
4402,YLR274W
4403,YLR275W
4404,YLR276C
4405,YLR277C
4406,YLR278C
4407,YLR279W
4408,YLR280C
4409,YLR281C
4410,YLR282C
4411,YLR283W
4412,YLR284C
4413,YLR285C-A
4414,YLR285W
4415,YLR286C
4416,YLR286W-A
4417,YLR287C
4418,YLR287C-A
4419,YLR288C
4420,YLR289W
4421,YLR290C
4422,YLR291C
4423,YLR292C
4424,YLR293C
4425,YLR294C
4426,YLR295C
4427,YLR296W
4428,YLR297W
4429,YLR298C
4430,YLR299C-A
4431,YLR299W
4432,YLR300W
4433,YLR301W
4434,YLR302C
4435,YLR303W
4436,YLR304C
4437,YLR305C
4438,YLR306W
4439,YLR307C-A
4440,YLR307W
4441,YLR308W
4442,YLR309C
4443,YLR310C
4444,YLR311C
4445,YLR312C
4446,YLR312W-A
4447,YLR313C
4448,YLR314C
4449,YLR315W
4450,YLR316C
4451,YLR317W
4452,YLR318W
4453,YLR319C
4454,YLR320W
4455,YLR321C
4456,YLR322W
4457,YLR323C
4458,YLR324W
4459,YLR325C
4460,YLR326W
4461,YLR327C
4462,YLR328W
4463,YLR329W
4464,YLR330W
4465,YLR331C
4466,YLR332W
4467,YLR333C
4468,YLR334C
4469,YLR335W
4470,YLR336C
4471,YLR337C
4472,YLR338W
4473,YLR339C
4474,YLR340W
4475,YLR341W
4476,YLR342W
4477,YLR342W-A
4478,YLR343W
4479,YLR344W
4480,YLR345W
4481,YLR346C
4482,YLR347C
4483,YLR347W-A
4484,YLR348C
4485,YLR349W
4486,YLR350W
4487,YLR351C
4488,YLR352W
4489,YLR353W
4490,YLR354C
4491,YLR355C
4492,YLR356W
4493,YLR357W
4494,YLR358C
4495,YLR359W
4496,YLR360W
4497,YLR361C
4498,YLR361C-A
4499,YLR362W
4500,YLR363C
4501,YLR363W-A
4502,YLR364C-A
4503,YLR364W
4504,YLR365W
4505,YLR366W
4506,YLR367W
4507,YLR368W
4508,YLR369W
4509,YLR370C
4510,YLR371W
4511,YLR372W
4512,YLR373C
4513,YLR374C
4514,YLR375W
4515,YLR376C
4516,YLR377C
4517,YLR378C
4518,YLR379W
4519,YLR380W
4520,YLR381W
4521,YLR382C
4522,YLR383W
4523,YLR384C
4524,YLR385C
4525,YLR386W
4526,YLR387C
4527,YLR388W
4528,YLR389C
4529,YLR390W
4530,YLR390W-A
4531,YLR392C
4532,YLR393W
4533,YLR394W
4534,YLR395C
4535,YLR396C
4536,YLR397C
4537,YLR398C
4538,YLR399C
4539,YLR399W-A
4540,YLR400W
4541,YLR401C
4542,YLR402W
4543,YLR403W
4544,YLR404W
4545,YLR405W
4546,YLR406C
4547,YLR406C-A
4548,YLR407W
4549,YLR408C
4550,YLR409C
4551,YLR410W
4552,YLR410W-A
4553,YLR410W-B
4554,YLR411W
4555,YLR412C-A
4556,YLR412W
4557,YLR413W
4558,YLR414C
4559,YLR415C
4560,YLR416C
4561,YLR417W
4562,YLR418C
4563,YLR419W
4564,YLR420W
4565,YLR421C
4566,YLR422W
4567,YLR423C
4568,YLR424W
4569,YLR425W
4570,YLR426W
4571,YLR427W
4572,YLR428C
4573,YLR429W
4574,YLR430W
4575,YLR431C
4576,YLR432W
4577,YLR433C
4578,YLR434C
4579,YLR435W
4580,YLR436C
4581,YLR437C
4582,YLR437C-A
4583,YLR438C-A
4584,YLR438W
4585,YLR439W
4586,YLR440C
4587,YLR441C
4588,YLR442C
4589,YLR443W
4590,YLR444C
4591,YLR445W
4592,YLR446W
4593,YLR447C
4594,YLR448W
4595,YLR449W
4596,YLR450W
4597,YLR451W
4598,YLR452C
4599,YLR453C
4600,YLR454W
4601,YLR455W
4602,YLR456W
4603,YLR457C
4604,YLR458W
4605,YLR459W
4606,YLR460C
4607,YLR461W
4608,YLR462W
4609,YLR463C
4610,YLR464W
4611,YLR465C
4612,YLR466C-A
4613,YLR466C-B
4614,YLR466W
4615,YLR467C-A
4616,YLR467W
4617,YML001W
4618,YML002W
4619,YML003W
4620,YML004C
4621,YML005W
4622,YML006C
4623,YML007C-A
4624,YML007W
4625,YML008C
4626,YML009C
4627,YML009C-A
4628,YML009W-B
4629,YML010W
4630,YML011C
4631,YML012C-A
4632,YML012W
4633,YML013W
4634,YML014W
4635,YML015C
4636,YML016C
4637,YML017W
4638,YML018C
4639,YML019W
4640,YML020W
4641,YML021C
4642,YML022W
4643,YML023C
4644,YML024W
4645,YML025C
4646,YML026C
4647,YML027W
4648,YML028W
4649,YML029W
4650,YML030W
4651,YML031C-A
4652,YML031W
4653,YML032C
4654,YML034C-A
4655,YML034W
4656,YML035C
4657,YML036W
4658,YML037C
4659,YML038C
4660,YML039W
4661,YML040W
4662,YML041C
4663,YML042W
4664,YML043C
4665,YML045W
4666,YML045W-A
4667,YML046W
4668,YML047C
4669,YML047W-A
4670,YML048W
4671,YML049C
4672,YML050W
4673,YML051W
4674,YML052W
4675,YML053C
4676,YML054C
4677,YML054C-A
4678,YML055W
4679,YML056C
4680,YML057C-A
4681,YML057W
4682,YML058W
4683,YML058W-A
4684,YML059C
4685,YML060W
4686,YML061C
4687,YML062C
4688,YML063W
4689,YML064C
4690,YML065W
4691,YML066C
4692,YML067C
4693,YML068W
4694,YML069W
4695,YML070W
4696,YML071C
4697,YML072C
4698,YML073C
4699,YML074C
4700,YML075C
4701,YML076C
4702,YML077W
4703,YML078W
4704,YML079W
4705,YML080W
4706,YML081C-A
